2025-12-25 08:50:29 | INFO     | app.core.logging_config:setup_logging:137 | Logging system initialized | {'environment': 'production', 'level': 'INFO'}
2025-12-25 09:01:33 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/tasks | {'correlation_id': '3bcfa687-289b-467e-9ef3-0214d260a301', 'user_id': None, 'method': 'GET', 'path': '/api/v1/tasks', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-25 09:01:33 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/tags | {'correlation_id': '384a0552-3f71-4c2b-9b2e-d03ae9c2ad9d', 'user_id': None, 'method': 'GET', 'path': '/api/v1/tags', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-25 09:01:33 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/categories | {'correlation_id': 'a44a5951-c561-4c8c-8387-28b23a4dedf6', 'user_id': None, 'method': 'GET', 'path': '/api/v1/categories', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-25 09:01:33 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/tags → 200 (88.31ms) | {'correlation_id': '384a0552-3f71-4c2b-9b2e-d03ae9c2ad9d', 'user_id': None, 'method': 'GET', 'path': '/api/v1/tags', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 88.31}
2025-12-25 09:01:34 | INFO     | logging:callHandlers:1706 | 127.0.0.1:53290 - "GET /api/v1/tags HTTP/1.1" 200 | {}
2025-12-25 09:01:34 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/categories → 200 (144.27ms) | {'correlation_id': 'a44a5951-c561-4c8c-8387-28b23a4dedf6', 'user_id': None, 'method': 'GET', 'path': '/api/v1/categories', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 144.27}
2025-12-25 09:01:34 | INFO     | logging:callHandlers:1706 | 127.0.0.1:51369 - "GET /api/v1/categories HTTP/1.1" 200 | {}
2025-12-25 09:01:34 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/tasks → 200 (194.67ms) | {'correlation_id': '3bcfa687-289b-467e-9ef3-0214d260a301', 'user_id': None, 'method': 'GET', 'path': '/api/v1/tasks', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 194.67}
2025-12-25 09:01:34 | INFO     | logging:callHandlers:1706 | 127.0.0.1:64108 - "GET /api/v1/tasks?sort_by=created_at&sort_order=desc&limit=50 HTTP/1.1" 200 | {}
2025-12-25 09:01:37 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/auth/me | {'correlation_id': '67cabc43-4016-48fe-b937-07fc79da3178', 'user_id': None, 'method': 'GET', 'path': '/api/v1/auth/me', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-25 09:01:37 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/auth/me → 200 (29.01ms) | {'correlation_id': '67cabc43-4016-48fe-b937-07fc79da3178', 'user_id': None, 'method': 'GET', 'path': '/api/v1/auth/me', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 29.01}
2025-12-25 09:01:37 | INFO     | logging:callHandlers:1706 | 127.0.0.1:64108 - "GET /api/v1/auth/me HTTP/1.1" 200 | {}
2025-12-25 09:01:37 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/auth/me | {'correlation_id': 'c710a4fe-2a46-452c-953a-f21b53baf172', 'user_id': None, 'method': 'GET', 'path': '/api/v1/auth/me', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-25 09:01:37 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/auth/me → 200 (11.19ms) | {'correlation_id': 'c710a4fe-2a46-452c-953a-f21b53baf172', 'user_id': None, 'method': 'GET', 'path': '/api/v1/auth/me', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 11.19}
2025-12-25 09:01:37 | INFO     | logging:callHandlers:1706 | 127.0.0.1:51369 - "GET /api/v1/auth/me HTTP/1.1" 200 | {}
2025-12-25 09:03:18 | INFO     | logging:callHandlers:1706 | 127.0.0.1:52222 - "OPTIONS /api/v1/tasks HTTP/1.1" 200 | {}
2025-12-25 09:03:18 | INFO     | app.middleware.logging_middleware:dispatch:59 | → POST /api/v1/tasks | {'correlation_id': '06fd3d58-ec72-4f34-8daf-2afe910af755', 'user_id': None, 'method': 'POST', 'path': '/api/v1/tasks', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-25 09:03:18 | INFO     | app.services.embedding_service:__init__:55 | Embedding service initialized (model: all-MiniLM-L6-v2, lazy loading enabled) | {}
2025-12-25 09:03:18 | INFO     | app.services.embedding_service:model:71 | Loading sentence transformer model: all-MiniLM-L6-v2 | {}
2025-12-25 09:03:18 | INFO     | app.services.embedding_service:model:72 | This is a one-time operation (~2-3 seconds, ~90MB download) | {}
2025-12-25 09:05:41 | INFO     | logging:callHandlers:1706 | Use pytorch device_name: cpu | {}
2025-12-25 09:05:41 | INFO     | logging:callHandlers:1706 | Load pretrained SentenceTransformer: all-MiniLM-L6-v2 | {}
2025-12-25 09:05:48 | INFO     | app.services.embedding_service:model:80 | Model loaded successfully (dimensions: 384, model: all-MiniLM-L6-v2) | {}
